Data; Wartość; Rodzaj;
2023-10-08 10:30;0,0000;pobrana [kWh];
2023-10-08 10:45;0,0000;pobrana [kWh];
2023-10-08 11:00;0,0000;pobrana [kWh];
2023-10-08 11:15;0,0000;pobrana [kWh];
2023-10-08 11:30;0,1400;pobrana [kWh];
2023-10-08 11:45;0,2180;pobrana [kWh];
2023-10-08 12:00;0,1970;pobrana [kWh];
2023-10-08 12:15;0,4020;pobrana [kWh];
2023-10-08 12:30;0,1090;pobrana [kWh];
2023-10-08 12:45;0,0110;pobrana [kWh];
2023-10-08 13:00;0,0100;pobrana [kWh];
2023-10-08 13:15;0,0050;pobrana [kWh];
2023-10-08 13:30;0,0070;pobrana [kWh];
